,period,상의(여성),하의(여성),아우터(여성),수트(여성),운동복(여성),운동화(여성),구두(여성),상의(남성),하의(남성),아우터(남성),수트(남성),운동복(남성),운동화(남성),구두(남성),남성가방/지갑,시계(남성),여성가방/지갑,패션잡화,샌들(남성),샌들(여성),제철 채소,제철 과일,제철 해산물,다이어트 보조제,단백질 보충제,샐러드/닭가슴살,아이스크림/빙수,영양제,비타민,축산선물세트,쇠고기,채식푸드,캠핑,보온/보냉용품,선풍기커버,압축팩,제습/방향/탈취,해충퇴치용품,그릇/홈세트,조리기구,5G 휴대폰,스마트워치,태블릿,블루투스 이어폰,액션캠/캠코더,DSLR 카메라,콘솔,닌텐도,초경량 노트북,조립/반조립PC,키보드,마우스,모니터,레이저프린터,컬러레이저복합기,SSD,외장SSD,그래픽카드,신생아의류,임산부용품,유아침구,외출용품,분유,반려캐리어,침대/해먹,계단/스텝,울타리,기타애완용품,건강관리용품,재활운동용품,당뇨관리용품,냉온/찜질용품,의료용품,구급/응급용품,석션기/네블라이저,거즈/붕대/솜류,핀셋/포셉/겸자류,의료용가구,남성골프웨어,인원별텐트,등산화/트레킹화,테니스의류,일반자전거,스키장비,축구화,글러브,탁구라켓,모형/프라모델/피규어,아이돌굿즈,사무용품,필기도구,전략게임,기타,백화점/마트,카페/베이커리,치킨,게임/E머니,뷰티/헬스,편의점,콘서트,국내항공권,제주여행,해외항공권,고용률,물가,평균기온(°C),생활물가총지수,출생아수(명)
543,2019-01-26,22.51847,38.10976,19.57342,60.4487,28.04106,37.18226,22.34114,17.97762,30.91605,15.70171,40.65629,30.97857,35.63424,27.53573,42.47576,25.27253,47.0054,6.27799,4.39652,6.80449,6.23926,1.58955,0.5527,3.31456,4.64712,6.357,30.65131,3.07255,2.83885,6.31025,2.67813,4.50692,11.73745,13.40054,1.7651,1.83967,2.46517,1.40901,29.96745,14.39635,46.86779,14.44533,39.6694,55.58135,12.03295,61.28778,26.21479,10.29922,28.98048,8.55162,35.78468,21.55857,9.56293,11.79614,3.14302,14.00461,13.4514,17.16556,28.1327,16.26313,9.20321,13.97843,25.45532,4.323,14.86334,10.36554,10.36823,12.44521,6.98347,7.70902,8.25923,4.75407,5.56658,5.32884,5.53636,2.24272,5.56658,20.01049,8.21396,6.75229,14.03809,7.11842,11.41979,19.42975,40.55704,20.30038,16.12061,38.14596,22.21513,9.35251,19.47611,17.58885,5.48113,23.44918,17.67181,22.36077,13.74493,5.38805,34.89702,7.18693,21.13902,47.01182,4.78723,59.36129032258064,99.22835483870968,-2.5,99.22835483870968,955.8075665229671
544,2019-01-27,26.81774,44.95512,22.27334,70.88153,34.6299,44.67918,26.49676,22.45276,39.20215,18.64843,49.53542,41.01915,42.78204,34.08738,52.44745,27.25339,54.22906,8.25145,5.35193,8.06579,11.21923,3.90453,0.58284,3.7262,3.88509,8.07374,29.56454,3.29011,3.12048,8.16627,3.39829,4.54827,13.36872,15.51959,3.05498,2.41266,2.73495,1.67171,33.65601,18.14201,48.77713,16.78669,46.0053,58.0935,16.18043,65.45413,25.77374,10.8454,34.45275,10.17968,36.05139,21.65365,10.43155,12.39036,3.28992,14.84762,13.93717,18.53235,30.96236,18.54697,11.18732,16.31174,30.34907,4.95317,16.20647,11.06278,10.55421,14.02825,7.18406,8.3147,8.43377,4.9478,6.0825,5.95908,5.58715,2.33767,6.0825,21.14745,9.68306,10.55991,17.34205,7.84523,13.06507,26.19491,43.39847,23.71002,19.54095,42.60006,25.22115,6.7338,21.99212,21.10563,5.49791,22.34754,16.94211,21.80735,12.88868,5.89379,31.22298,5.42555,21.68614,44.76353,9.04255,59.36774193548387,99.24212903225808,-0.1,99.24212903225808,953.9279024825331
545,2019-01-28,26.90431,41.98257,21.58925,57.74238,36.06459,42.94129,24.98373,21.93519,36.13787,17.4682,46.70379,39.13053,39.86616,30.08937,47.39902,26.49561,49.37751,8.21335,5.80037,8.42839,10.07441,2.90391,0.72055,4.21859,4.00707,9.93123,35.98544,3.70219,3.88085,11.38681,5.13475,5.15815,9.38223,15.78849,3.36727,2.59088,3.03028,2.13232,30.53492,18.0091,50.35331,16.69122,48.64943,62.61543,18.27226,72.63556,29.03105,11.16533,36.00503,10.78037,37.89073,23.18385,11.64655,12.98253,3.71065,17.71481,14.9581,22.44135,37.78455,22.65946,12.58699,17.67724,40.02963,5.62122,14.68551,9.87476,9.88934,14.75799,7.8789,10.02347,12.74781,6.07228,8.36397,8.16662,7.8017,3.33935,8.36397,26.67482,8.5602,9.17083,17.89271,6.28473,12.61165,25.92016,41.28342,24.59423,21.32313,37.09145,22.46748,6.12629,24.86425,22.22583,6.0155,22.96393,17.9319,18.2697,12.30283,6.18556,35.48182,6.00411,23.26535,41.36836,6.20567,59.3741935483871,99.25590322580646,1.2,99.25590322580646,952.048238442099
546,2019-01-29,25.35585,39.89727,20.92045,54.40315,31.9846,40.63873,23.17435,19.93871,34.02168,16.44876,41.83982,33.85986,38.05805,27.52576,43.32944,26.77479,45.83304,7.82664,5.53157,8.22841,9.15855,2.4856,0.81885,3.58613,4.10928,8.36217,31.6284,3.6052,3.53979,10.43581,4.68572,4.4449,5.71428,14.39064,2.90563,2.33217,2.91486,1.77485,26.96319,16.8649,47.94764,17.31766,46.80722,62.6575,17.60788,67.38168,25.83748,10.46047,33.40364,9.45338,37.69604,23.17871,11.40624,12.96406,3.77562,16.92283,14.83175,21.7276,33.30925,20.91385,11.37226,17.41982,35.45476,4.9647,17.29221,10.48908,10.431,13.41975,8.27801,9.31334,11.45359,5.4489,7.68836,7.41563,7.46986,3.00768,7.68836,25.69529,7.94047,8.19837,15.15906,6.99016,11.95674,23.41627,38.42175,21.32388,20.99009,35.48193,24.91611,5.68353,25.00439,21.33038,5.68644,26.92459,18.09085,18.1436,13.42947,6.61349,36.48614,6.08125,25.55334,38.19132,5.49645,59.380645161290325,99.26967741935484,-0.2,99.26967741935484,950.168574401665
547,2019-01-30,22.68997,37.3012,19.75744,54.93625,28.21007,37.7414,24.48984,17.81071,30.27909,15.27312,40.31221,30.00559,34.92312,24.47323,41.42241,23.77692,44.89396,6.31125,4.5522,7.77634,4.69376,4.34265,0.62086,3.17234,4.20656,7.49688,26.384,3.10489,3.24052,8.41776,3.65179,4.73433,4.45945,12.99076,2.6205,2.11754,2.62121,1.6536,24.91028,15.04402,45.32784,17.36009,42.772,66.51521,16.57512,62.78031,22.99743,9.88135,31.61157,8.63599,38.89408,23.02816,11.1268,12.67917,3.70914,15.25586,14.24577,20.86618,28.17058,20.23349,11.38179,15.98336,31.52139,4.65826,21.98146,12.71958,12.90217,13.53166,7.36604,8.55222,10.37179,4.62621,7.02685,6.79069,6.53189,2.82982,7.02685,24.05107,7.75264,6.70669,13.31056,6.34886,12.09583,20.09849,35.3037,21.33599,18.82988,35.67822,23.85957,5.39033,24.74049,18.65958,5.84336,29.86229,19.39131,17.56217,12.43803,5.81598,37.55403,5.64412,22.89231,37.08606,4.96453,59.38709677419354,99.28345161290324,1.8,99.28345161290324,948.2889103612308
548,2019-01-31,20.14638,32.41537,17.29943,50.86656,23.55294,35.25423,21.89722,16.35867,27.68711,14.59016,32.83216,27.19791,32.57143,23.7171,39.45456,23.11885,45.14918,5.09139,5.02193,7.41997,7.95649,1.7943,0.4442,2.83502,3.55183,6.11011,22.22139,2.7625,2.8451,6.2487,2.49859,2.95637,4.10231,11.84226,2.0095,1.6902,2.32525,1.43967,23.90887,13.14825,44.38066,14.43295,39.80845,66.2351,15.07531,59.85149,18.41868,9.13799,29.80151,8.7453,38.59234,23.26014,10.65632,12.74335,3.65961,14.47884,13.69828,19.18131,22.83282,17.8171,10.03904,15.19211,25.74794,4.1945,19.78191,12.83804,14.30165,12.80658,6.84699,7.37299,8.29216,4.47941,6.35527,6.10859,5.83096,2.6359,6.35527,21.86461,6.95281,6.07001,12.37117,5.2159,10.93637,16.31933,33.8723,21.06346,18.16381,33.60039,22.12362,7.02622,22.35224,16.32306,5.4538,35.77704,18.47737,19.2014,12.16764,5.83544,42.18154,5.37413,20.55458,35.62108,4.25531,59.39354838709677,99.29722580645162,-2.0,99.29722580645162,946.4092463207968
549,2019-02-01,17.45827,28.48008,15.59085,50.03402,21.68695,34.31551,18.76074,15.00392,25.42166,14.33694,31.68076,25.23482,32.87241,20.72187,38.90047,24.66099,41.40876,4.432,3.65267,7.85181,5.32341,1.55432,0.26939,2.61777,3.64891,4.61027,23.08382,2.39849,2.40215,4.86001,1.94672,3.26648,5.36679,10.30653,1.18126,1.42,2.10543,1.2111,21.70574,10.88547,42.66773,13.50066,37.57103,71.59735,14.76943,55.77889,18.59374,9.56784,28.21953,8.29178,38.48643,22.38813,11.09192,12.47506,3.61982,13.21399,13.09414,18.0651,19.47371,15.4598,9.08807,13.20203,21.54446,3.5528,20.78341,12.59942,12.96261,11.49165,6.21833,6.52419,7.50016,3.5465,5.53838,5.28606,5.35351,2.33767,5.53838,20.23788,6.27683,5.39154,10.87052,3.6554,10.39089,14.10575,32.30822,20.79093,16.30063,33.19475,20.2712,12.71697,19.04134,14.1795,5.57325,32.36721,18.9217,22.60595,14.24064,5.31025,43.83422,5.81126,17.74434,32.24415,4.25531,59.4,99.311,-2.1,99.311,944.5295822803627
550,2019-02-02,18.59592,31.12687,16.42969,55.28106,23.77703,38.55138,22.55612,16.51369,27.02632,16.28798,35.98645,29.00835,37.40065,26.054,45.11625,25.99042,47.98246,4.25714,3.69437,7.32893,4.23583,2.19719,0.21561,2.18326,3.8052,4.03802,24.34258,2.07087,2.04599,4.03701,1.54826,3.59727,6.19691,10.47854,1.8873,1.32035,1.94643,1.00972,21.0131,12.16326,44.47301,14.1654,38.48848,68.4782,12.08886,54.96512,17.4618,10.19101,27.81156,8.13645,37.08992,21.83769,10.30073,11.2301,3.15696,11.73821,12.36221,15.99763,18.35753,14.15977,7.72317,12.31095,18.16817,3.61211,21.93466,13.37112,12.62553,11.80173,5.83576,6.5979,6.20924,3.67006,4.76609,4.48246,4.49004,2.33767,4.76609,15.58509,6.98945,7.66602,12.79016,4.36083,11.92776,17.12804,38.28007,25.78125,14.76147,37.96333,24.1341,12.49095,16.84193,15.72798,5.01389,25.56065,16.25936,24.84763,9.46372,5.93269,42.20696,4.04988,14.41183,31.45782,4.96453,59.43571428571428,99.3042142857143,1.4,99.3042142857143,942.6499182399286
551,2019-02-03,20.74109,34.28889,18.90104,58.48192,27.17849,41.45239,27.86803,19.23367,29.55454,18.92001,40.19172,33.33114,41.14687,28.3367,49.26776,29.38048,52.89232,4.43879,4.33664,8.59879,4.80824,1.57744,0.20633,2.15396,3.48703,4.79948,26.13724,2.26468,2.00774,3.59428,1.23693,3.53524,7.14285,11.38989,1.16768,1.58672,2.16258,0.99508,23.80872,12.44054,44.12432,13.85837,39.6856,53.89798,15.40586,59.07897,18.89542,11.62683,30.56942,9.2108,38.38708,21.64408,10.58501,11.75864,3.26121,12.01104,12.77247,16.15238,18.04919,13.76529,8.13607,12.61623,17.99373,3.88642,21.18588,14.60145,13.4694,11.72013,5.98879,6.97514,6.2998,3.57276,4.46195,4.35793,4.38168,1.73453,4.46195,15.07783,8.04883,7.29915,14.64967,5.06626,12.45516,17.27319,43.50304,28.5671,15.37353,40.19082,27.04583,8.52465,16.382,17.36623,5.39018,23.85573,16.22685,21.33099,9.95944,6.15638,34.94787,5.76626,17.34643,32.82177,6.56028,59.47142857142857,99.29742857142858,3.3,99.29742857142858,940.7702541994945
552,2019-02-04,18.47599,30.22337,16.28273,52.09836,25.39325,39.82416,25.06972,19.67425,28.12856,19.21912,38.83012,33.76913,40.66657,25.93503,45.06763,28.56952,46.07244,4.21793,4.18139,8.33346,3.31997,1.92089,0.30324,2.28831,3.85749,4.09109,30.45689,2.07386,1.95439,2.97546,0.91213,2.71862,12.1332,10.15227,1.14052,1.35101,2.16729,1.00832,18.95184,11.51695,43.74676,13.46235,38.47227,57.68234,18.0815,59.02272,18.09915,11.1324,29.63486,9.26593,38.66934,21.23656,10.66554,11.77823,3.15125,11.78515,12.48493,16.05738,16.23264,13.49378,7.24434,11.02301,17.31097,3.76697,17.46068,13.5319,14.29235,10.72927,5.74684,6.88816,5.87499,3.59988,4.27636,4.13914,4.00582,1.60748,4.27636,17.42172,7.03899,6.62689,12.24697,5.62206,13.16803,14.76931,43.31639,25.23619,13.33033,40.02334,22.34824,8.80447,14.61417,17.16551,5.11655,14.32131,17.16607,20.12609,8.38215,6.30227,30.30765,4.33916,22.55657,31.82975,4.60992,59.50714285714285,99.29064285714286,-0.6,99.29064285714286,938.8905901590605
553,2019-02-05,18.69944,28.97504,16.23429,49.87296,26.69525,43.08291,23.8902,21.41701,28.28693,19.18503,37.1365,34.92415,43.1235,23.79994,51.00079,31.97952,49.35419,4.41136,4.08425,8.22841,6.92615,1.52901,0.24435,2.76213,4.39665,4.218,33.49285,2.34471,2.0616,2.64397,0.68247,2.25346,15.24131,10.60367,1.37135,1.42766,2.17487,1.2125,23.09104,10.95361,46.51311,15.29748,41.61303,60.4823,16.77246,65.90414,20.81343,17.09551,30.11597,11.34367,39.82813,22.25256,11.22564,12.43663,3.20346,12.76424,12.54374,17.90422,15.12879,14.01922,7.72755,10.81344,18.06876,4.03551,17.16585,13.37789,15.83596,10.96941,5.99085,6.9954,6.88928,4.15567,4.42944,4.24513,4.22253,1.8014,4.42944,17.96396,6.88728,6.82691,11.47817,4.48909,14.27261,15.17884,49.56259,29.83284,13.78937,42.92612,21.37489,14.55416,14.6006,20.17131,5.30079,13.50819,17.87772,21.10683,8.78774,5.38805,21.48487,4.91128,18.61477,30.22407,3.7234,59.54285714285714,99.28385714285714,2.8,99.28385714285714,937.0109261186265
554,2019-02-06,25.26217,38.62622,22.30682,71.25357,38.27986,58.96351,31.77032,26.81225,37.01798,24.97717,49.46312,49.9786,58.2644,36.69334,73.61447,35.33634,66.35368,5.80524,6.67595,11.50967,8.07097,2.2115,0.36584,3.55468,5.33687,8.17758,37.18188,3.13653,3.04163,3.78298,0.81144,3.39053,14.29536,14.80433,2.47114,2.3475,2.97241,1.66335,33.33055,15.20863,53.11476,18.30005,50.84504,64.24891,16.63267,78.41446,21.98191,20.79476,38.59556,12.86578,40.83866,23.50355,12.39776,12.55342,3.30184,16.69354,12.48202,21.48737,21.87698,19.80228,11.52706,15.93633,30.37345,5.40375,15.77592,12.49111,14.68523,15.30588,7.15304,8.7611,9.8383,4.89312,6.14465,5.89548,5.72599,2.70143,6.14465,20.53524,9.48749,8.44848,18.0739,6.60538,16.26188,17.23172,58.74581,32.44307,17.51575,49.4524,21.84631,14.68416,20.22628,26.48964,5.65405,13.3377,18.63451,19.15936,13.83506,6.09803,19.90846,4.21059,20.50484,29.88368,4.25531,59.57857142857143,99.27707142857145,5.1,99.27707142857145,935.1312620781923
555,2019-02-07,26.73737,39.44086,22.90019,69.2278,37.08991,58.41311,32.66629,27.14012,39.21826,24.94915,54.6029,49.84049,57.48336,37.20843,71.40971,38.34751,64.2978,6.94002,7.08003,11.54935,8.64338,2.7597,0.59721,4.02707,5.69478,10.30504,36.8379,3.98166,4.05323,5.2073,0.93915,4.15546,9.29536,16.57779,3.7746,3.17727,3.29703,2.32535,32.83818,17.21841,58.80274,19.96664,56.99484,73.41997,16.06532,83.27458,20.33159,16.73923,44.67333,13.08343,43.62677,25.80253,14.10522,13.81686,4.01033,22.87767,14.45417,27.95056,28.84364,24.41786,15.22123,19.11287,41.4533,5.86752,15.90228,11.10847,14.52017,16.59516,9.66354,11.48319,15.11229,6.22597,9.06605,8.85932,8.41121,3.78468,9.06605,27.75931,10.33272,9.13283,20.41568,4.63873,17.10395,18.59512,52.71999,30.69282,20.90009,45.31932,19.84692,14.80694,26.97823,24.27328,6.76105,14.57049,18.22451,19.35551,9.91437,5.68955,19.61606,4.24916,22.08405,30.65177,3.9007,59.614285714285714,99.27028571428572,-2.1,99.27028571428572,933.2515980377583
556,2019-02-08,25.90718,37.98927,22.27821,67.28369,32.33889,53.08309,31.24157,24.23001,34.10927,21.98473,46.13881,41.96617,53.8176,31.23851,61.74444,35.44934,58.59254,6.57062,7.07249,11.12918,10.87578,2.41845,0.55038,3.98347,5.20279,8.42216,32.39113,3.65477,3.94551,4.59888,0.75932,3.94872,6.01351,15.84397,2.91921,2.4759,2.70718,1.83896,31.66152,16.73064,51.98016,17.46794,48.05976,68.36997,14.63623,71.66429,16.23978,12.75726,39.68777,11.47647,41.7056,23.76797,12.39234,13.17022,3.91782,19.75941,14.48902,25.19861,27.43058,21.44408,14.39338,18.15579,36.08875,4.99929,15.10202,11.19309,13.14859,14.5435,8.63163,10.17856,13.1611,5.78427,8.02588,7.84942,6.80279,3.39284,8.02588,25.08308,9.37138,8.40979,18.88751,5.28003,15.25037,17.75012,43.47381,26.02349,21.16111,42.01742,18.67391,14.41773,25.105,20.18615,6.53348,13.94098,17.88133,23.66374,13.83506,6.34117,16.66666,4.05631,20.69137,30.32424,3.7234,59.65,99.2635,-6.1,99.2635,931.3719339973242
557,2019-02-09,26.57734,42.01218,24.15814,81.58432,33.68908,53.76708,33.83303,24.70829,37.64934,23.65567,52.51298,43.68587,55.66618,33.47451,67.61448,35.56235,65.43684,6.2852,6.7824,11.14396,6.81167,2.05849,0.33245,3.46178,4.72463,6.92233,28.85166,3.41193,3.60479,3.88971,0.67832,3.54558,6.83397,15.56827,2.2539,2.45098,2.87831,1.60064,33.08854,15.63838,53.97422,16.98529,44.33507,65.10214,13.28279,71.51803,15.6823,12.28336,37.54238,10.27412,38.65515,22.91607,11.97512,12.94596,3.77176,15.94034,14.44546,21.50983,24.47935,19.3503,12.86105,17.00398,29.34556,4.79583,18.79913,11.5011,15.56165,14.64608,7.17786,9.88549,9.62095,6.01674,6.50921,6.41065,5.30949,2.61985,6.50921,22.75669,11.12945,8.20044,18.61827,6.02821,15.88584,15.4536,45.99703,27.50726,20.009,46.48429,19.00945,13.14994,22.26999,21.75867,6.254,13.21967,16.64228,21.25394,13.29427,7.04143,15.03941,3.72846,20.76597,32.73704,7.4468,59.68571428571428,99.2567142857143,-5.4,99.2567142857143,929.4922699568901
558,2019-02-10,31.56719,49.34966,27.68552,89.34712,42.3511,65.83117,41.53767,29.03266,44.34828,28.00026,62.78985,53.20485,64.23451,39.34539,76.02365,39.86306,73.24631,7.59594,7.62072,12.81376,11.10475,2.46579,0.41777,3.91844,4.07264,9.27592,28.98626,3.79021,3.7922,4.82597,0.75532,4.65164,10.72393,18.13563,2.21317,2.9339,3.26343,1.73513,40.6409,18.91583,52.44817,17.27523,46.68803,64.02267,16.17056,74.0306,15.35088,12.2192,41.14757,11.1893,37.029,23.27716,12.06319,13.09559,3.81961,16.41525,14.90219,22.00907,28.42254,21.25243,13.8553,18.99241,30.31343,5.31149,18.86933,12.90235,15.57792,16.16152,7.49012,10.48245,9.72139,6.06539,6.641,6.54541,5.43139,2.72016,6.641,21.23491,12.60062,10.00545,22.24611,8.12312,16.57109,21.00051,49.95277,27.85247,19.29792,49.47735,20.08541,8.88761,24.43347,22.89795,6.37461,13.84918,16.26117,21.77933,10.31996,8.17934,16.28527,4.21702,21.41258,31.57043,7.2695,59.72142857142857,99.24992857142855,-5.0,99.24992857142855,927.612605916456
559,2019-02-11,28.97768,44.98799,24.88384,76.60269,37.48302,54.90306,37.48663,26.60455,38.87631,24.90407,54.21062,48.02892,54.9266,35.36358,66.46266,38.22786,60.24399,7.46251,7.42556,12.42938,10.70406,3.00298,0.47619,4.70599,4.61037,11.51875,31.37665,4.20782,4.38179,5.92473,0.89903,5.51995,14.05405,16.97237,2.81059,2.96265,3.47087,2.04313,33.20537,18.14808,53.27903,17.39604,50.19734,69.10853,17.81344,72.68431,13.88582,11.39458,45.17396,10.9007,37.03775,24.35359,12.94001,13.98683,4.30078,19.80635,15.66316,26.02859,30.88748,25.09183,16.07329,19.59884,36.7959,5.78597,16.35155,12.93789,15.11995,15.88174,8.71642,11.33578,13.85595,6.76539,8.85428,8.62577,7.81525,3.63624,8.85428,27.84677,10.69445,9.36083,21.08976,5.60068,15.30423,18.04043,41.379,26.61094,24.25742,40.55875,18.66836,9.36538,26.95827,21.21942,6.43863,15.43606,19.65501,26.69702,11.85218,6.90527,19.64149,3.9856,28.84854,32.14612,5.85106,59.75714285714285,99.24314285714286,-3.0,99.24314285714286,925.732941876022
560,2019-02-12,28.25448,44.87398,23.88568,82.08565,34.88654,51.67213,34.34899,24.91173,39.12226,23.41293,51.44995,44.20289,51.58758,32.10737,60.97683,39.3047,56.43059,7.4064,8.09355,11.82013,8.07097,2.62761,0.49428,3.84269,4.37769,10.23812,37.09962,4.15199,4.35072,5.92659,0.86238,5.86107,13.80308,15.78256,3.09572,2.72502,3.51222,2.06055,29.64199,16.82037,54.21122,17.19096,47.32475,66.76156,16.89744,70.68176,12.75982,10.43095,40.23846,10.52629,37.06116,23.78985,12.64606,14.00847,4.34208,18.69459,14.44836,25.12933,29.66382,24.1224,16.13305,18.74159,32.54178,5.08167,16.15499,12.75511,15.08275,14.80695,8.32557,10.90859,12.84166,5.8764,8.80651,8.67384,6.7249,3.52925,8.80651,29.15864,10.24706,8.61879,20.15824,7.03292,14.22829,16.07568,40.16686,25.01211,23.0423,38.70543,17.58409,15.63969,26.048,19.9402,6.02877,17.66557,19.86272,25.76532,18.97251,8.19879,18.0778,5.22627,27.05794,30.84867,6.20567,59.79285714285714,99.23635714285714,-0.6,99.23635714285714,923.8532778355878
561,2019-02-13,27.71153,43.7506,23.40936,75.90853,33.33854,52.31404,34.8882,24.14443,38.04525,22.64491,52.38044,42.20042,49.51381,31.98903,59.12422,39.95612,55.90857,7.05682,7.43709,12.71339,8.01373,2.45368,0.44188,3.78837,5.12589,10.24735,36.09262,3.68048,4.30843,6.33157,0.86512,7.41161,11.06177,15.64482,3.08214,2.88983,3.27915,2.01595,38.29591,17.51458,51.58571,16.88216,45.19449,67.25674,16.63103,67.90669,12.26099,10.41684,38.25395,10.30528,38.47193,24.58831,12.38364,13.58011,4.51886,20.20235,14.14194,24.83003,29.20131,22.21388,15.72299,18.20777,32.82689,5.16651,15.57001,12.79235,14.01803,14.32434,8.12291,10.76573,12.67371,5.97412,8.30642,8.16738,6.46078,3.21765,8.30642,28.45898,10.1774,8.02081,19.11745,6.11372,14.45091,14.31311,38.96035,24.49733,21.87218,38.03192,18.80979,15.73313,25.68509,21.42296,5.91245,15.16065,22.19452,21.69527,17.80081,8.02373,26.31578,4.40344,28.46306,31.56786,7.62411,59.82857142857143,99.22957142857145,-2.1,99.22957142857145,921.9736137951538
562,2019-02-14,26.08816,40.43279,22.17287,70.70005,30.34771,49.07897,32.98935,21.96614,35.63054,20.68174,46.61275,37.36831,44.94387,28.95082,54.20158,32.69742,53.57647,6.40408,6.85115,12.48541,5.66685,2.41185,0.40664,3.34028,5.08407,9.4882,34.46496,3.28376,3.77152,5.84292,0.90784,4.81703,7.59652,14.73337,2.38968,2.7461,3.17028,1.93442,29.183,15.85899,50.34977,16.16908,43.05429,64.12778,15.09834,67.19042,11.36274,10.21154,35.83109,9.98983,40.46513,24.74763,12.25462,13.60324,4.8041,18.715,13.34611,23.33857,28.17675,20.92503,16.6106,18.56997,31.31693,4.70934,15.46705,12.7145,14.94095,14.48288,7.86649,10.24737,12.12869,5.29521,7.76375,7.52389,6.28132,3.16282,7.76375,28.1966,10.09639,7.37031,17.98036,5.77169,14.15601,11.63815,35.6534,21.31782,22.83528,36.70956,18.4992,15.39,24.99081,17.9917,5.86483,16.20983,19.84827,24.01401,14.96169,6.88581,21.25603,5.28413,28.62472,32.14591,7.2695,59.864285714285714,99.22278571428572,-0.5,99.22278571428572,920.0939497547197
563,2019-02-15,24.85319,39.61815,21.63217,68.19336,28.43979,45.84758,30.80462,20.23554,31.88096,20.341,44.34745,34.20055,41.96961,26.68867,51.58073,29.06806,52.50953,5.73956,6.55619,12.05356,6.41099,1.84934,0.31762,3.76336,4.03228,7.5038,32.49083,3.1057,3.52713,4.66457,0.67136,3.30783,7.22007,13.89321,2.8649,2.336,2.82076,1.74488,27.36376,14.96778,50.19586,16.06713,43.39461,63.91209,13.67912,67.51293,10.26224,9.63413,36.28301,8.99411,40.58342,24.42385,12.12386,12.92115,4.5056,15.69948,12.98668,22.31559,26.44125,22.37199,16.80069,17.92641,28.93665,4.30158,15.24241,11.68894,14.03198,13.8021,6.9173,9.19423,10.30428,4.92627,7.08037,6.82135,5.65488,2.99297,7.08037,26.84974,9.8229,6.80445,16.07133,5.94271,13.95146,13.43182,34.29284,20.99685,20.36903,36.55039,16.22251,14.96577,23.59786,16.0651,5.48698,13.88852,19.27571,22.72504,16.35872,7.55689,20.49326,5.8434,27.76672,34.66081,6.56028,59.9,99.216,-0.8,99.216,918.2142857142857
564,2019-02-16,25.95785,42.75258,23.48804,84.00707,33.88688,49.58455,35.85157,21.3559,34.28024,22.13814,50.21019,37.22194,45.47028,28.67304,57.80397,31.9197,57.46247,5.78321,6.63958,10.47557,7.95649,1.59395,0.32411,3.24166,3.01989,6.0778,29.94092,2.95522,3.14065,3.92794,0.62546,2.98738,9.38223,13.53411,1.7651,2.22486,2.60253,1.43339,30.05925,13.92275,50.05557,15.68525,41.28056,62.04876,12.80094,64.16035,10.41861,10.42753,36.70353,8.93658,39.49808,21.15203,11.4751,12.54764,4.06473,15.31914,12.49146,19.59018,24.89428,16.77899,16.5395,16.69045,24.44807,4.31147,16.81018,12.15772,14.13892,15.32453,6.34447,8.22318,8.24935,4.39976,5.8969,5.69184,5.19775,2.32698,5.8969,22.58177,11.06856,7.15405,16.50918,6.1351,15.0407,12.66977,39.04693,21.27543,18.33483,40.15489,20.37658,13.60841,21.04832,18.12386,5.55958,13.20655,17.30696,21.21891,16.26858,7.2943,19.75591,5.75983,25.51604,35.92802,7.4468,59.93571428571428,99.20921428571428,-2.7,99.20921428571428,916.5833607636603
565,2019-02-17,31.37965,50.68116,27.70861,90.24091,41.11107,61.36309,45.56663,26.17345,44.11284,27.50644,64.23847,48.10025,59.54045,38.41425,70.69589,33.80085,69.10035,7.0014,8.13258,13.66423,4.57927,1.99575,0.38392,3.36029,2.72104,8.60215,31.81534,3.37207,3.60268,4.51643,0.6969,3.63861,12.61583,15.85738,2.47114,2.98756,3.20213,1.57485,32.59617,16.3697,51.3468,17.71015,46.41148,63.38948,15.20852,68.04545,11.16134,10.86936,40.55496,9.38482,38.76386,19.54757,11.90439,12.41518,4.04021,13.89915,13.04404,19.32068,27.4015,18.6364,18.0538,18.57162,28.56901,4.83043,17.39985,13.57928,15.38497,16.31539,6.77874,9.15651,9.09075,4.99946,6.30636,6.23956,4.85236,2.55432,6.30636,20.8326,13.5279,9.42681,21.3476,7.46045,16.97099,17.1747,45.17282,25.4966,20.009,44.35479,20.00221,9.4995,23.54916,20.84555,5.58652,13.12786,17.07938,20.91068,13.88012,7.85839,18.11594,6.3191,27.44342,35.18138,9.57446,59.97142857142857,99.20242857142856,-1.8,99.20242857142856,914.9524358130349
