,period,상의(여성),하의(여성),아우터(여성),수트(여성),운동복(여성),운동화(여성),구두(여성),상의(남성),하의(남성),아우터(남성),수트(남성),운동복(남성),운동화(남성),구두(남성),남성가방/지갑,시계(남성),여성가방/지갑,패션잡화,샌들(남성),샌들(여성),제철 채소,제철 과일,제철 해산물,다이어트 보조제,단백질 보충제,샐러드/닭가슴살,아이스크림/빙수,영양제,비타민,축산선물세트,쇠고기,채식푸드,캠핑,보온/보냉용품,선풍기커버,압축팩,제습/방향/탈취,해충퇴치용품,그릇/홈세트,조리기구,5G 휴대폰,스마트워치,태블릿,블루투스 이어폰,액션캠/캠코더,DSLR 카메라,콘솔,닌텐도,초경량 노트북,조립/반조립PC,키보드,마우스,모니터,레이저프린터,컬러레이저복합기,SSD,외장SSD,그래픽카드,신생아의류,임산부용품,유아침구,외출용품,분유,반려캐리어,침대/해먹,계단/스텝,울타리,기타애완용품,건강관리용품,재활운동용품,당뇨관리용품,냉온/찜질용품,의료용품,구급/응급용품,석션기/네블라이저,거즈/붕대/솜류,핀셋/포셉/겸자류,의료용가구,남성골프웨어,인원별텐트,등산화/트레킹화,테니스의류,일반자전거,스키장비,축구화,글러브,탁구라켓,모형/프라모델/피규어,아이돌굿즈,사무용품,필기도구,전략게임,기타,백화점/마트,카페/베이커리,치킨,게임/E머니,뷰티/헬스,편의점,콘서트,국내항공권,제주여행,해외항공권,고용률,물가,평균기온(°C),생활물가총지수,출생아수(명)
0,2017-08-01,38.65592,46.27973,21.78823,9.80445,26.39604,12.53241,14.87705,31.35923,25.15118,4.83268,23.09216,24.57371,36.11626,19.86671,27.72191,17.6017,37.22657,2.54874,28.29838,6.65587,7.84201,0.63626,0.06352,3.30312,3.74334,6.15626,2.81911,1.02906,1.6531,3.3139,0.44881,2.31548,10.91698,9.98876,10.56347,3.65061,2.27744,10.80241,13.85295,11.18974,35.30442,12.96968,24.19716,10.28714,9.35896,67.52793,8.7207,1.54745,43.95345,6.62105,3.91912,3.52764,7.01096,2.22072,0.82802,6.0358,0.46907,23.60071,20.33089,10.71166,8.73596,78.80215,30.76172,6.7481,1.97023,1.6331,2.2387,12.50116,4.88864,7.2675,7.20213,2.4965,6.70631,6.92772,4.07693,2.53694,6.70631,17.26429,16.20706,24.51739,13.4497,8.18725,28.48045,1.55002,17.19477,43.02931,18.31683,9.37947,9.27594,0.00025,14.38061,22.5474,5.57988,2.11147,0.03973,0.06304,0.58584,4.26959,0.01271,0.15428,75.45386,9.94807,38.47517,61.2,98.058,28.6,98.058,958.2157474852585
1,2017-08-02,39.44673,47.3739,21.66338,9.67515,26.59196,12.39745,15.23381,30.93975,24.99421,4.95249,22.96363,24.64789,35.52459,19.03833,26.59656,17.58176,38.4025,2.6201,27.76878,6.52515,5.32341,0.72542,0.03894,3.36887,10.63654,5.36942,15.05022,0.99238,1.69387,3.15345,0.42371,2.32582,12.41312,10.13794,10.88934,3.9189,2.28614,11.03306,13.7695,11.01838,33.61001,13.28968,25.05083,10.55608,15.9798,65.57788,8.18957,1.4294,40.2332,6.42018,4.07606,3.4906,7.17047,2.35057,0.85757,5.94939,0.43712,24.35488,20.50179,10.32356,8.67415,81.72209,28.25014,6.33294,5.83114,6.78456,10.67974,12.62473,4.73147,7.68352,6.89257,2.81163,6.79378,6.89706,4.11418,2.94884,6.79378,17.36924,17.24529,24.17435,13.38445,8.44377,28.13271,1.94919,17.58157,39.12306,20.009,9.38481,18.5713,0.00025,13.84723,21.83429,5.47996,5.62622,5.81233,9.61821,0.63091,9.69655,3.92829,21.83723,52.82268,20.92312,53.01418,61.20645161290323,98.06167741935484,30.0,98.06167741935484,959.2072493929934
2,2017-08-03,36.39574,45.79695,20.5046,9.94737,24.61018,12.25882,14.20768,28.96881,25.09232,4.61961,22.69453,23.06744,34.30741,18.49895,26.05737,16.62456,37.37929,2.52297,25.63439,6.5555,7.5558,0.66378,0.02411,3.27382,11.39333,5.08791,56.60659,0.96168,1.58489,3.02705,0.44281,2.12941,9.27606,9.79813,10.63136,3.90357,2.13656,10.67558,12.37586,11.53246,34.01672,13.43288,25.88935,10.66045,14.8089,65.20663,9.60789,1.50638,46.87218,6.20158,4.03167,3.4937,7.12914,2.34161,0.91549,5.94258,0.42623,24.29554,20.40929,10.33634,8.91137,78.32691,27.29915,6.17642,7.98858,5.7607,10.10089,12.38226,4.717,7.21022,6.85305,2.80345,6.58345,6.69265,3.9618,2.70544,6.58345,18.36627,16.17662,22.28954,12.3527,9.12783,27.87838,1.46708,15.73413,39.7529,20.51305,10.04674,22.92504,2.82516,13.39809,21.13673,5.20594,6.75409,9.09961,15.58669,3.33483,6.32172,6.83956,31.38981,84.10843,23.02298,53.01418,61.21290322580646,98.06535483870968,30.2,98.06535483870968,960.1987513007284
3,2017-08-04,33.19493,39.35282,17.26821,9.38931,21.52921,10.82556,13.96481,26.01462,22.29011,4.45227,19.75445,20.24321,31.22277,16.36573,23.27494,16.95692,34.36793,2.223,21.38424,5.29809,4.92272,0.60984,0.02457,2.80787,12.46392,4.14416,50.24801,0.85074,1.42517,2.7111,0.33331,1.71593,7.60617,8.84,10.482,3.97064,1.96335,9.50419,11.38279,10.58593,32.97883,13.35627,23.23266,9.53866,13.47191,69.31298,8.23971,1.39005,44.42896,6.04577,3.92131,3.18817,6.98607,2.38396,0.95175,5.22885,0.70143,23.77057,18.66674,9.5378,8.11237,77.84754,23.99227,5.3535,7.77798,5.31731,8.92923,11.15126,3.99528,6.53921,6.55832,2.52491,5.97805,6.08172,3.52837,2.54496,5.97805,15.93493,14.9196,19.77876,11.02734,8.01624,26.42402,1.92846,14.4163,38.39631,18.10981,9.78007,19.15088,6.30648,12.83156,19.52181,5.19657,6.28196,12.15208,18.82311,0.9013,4.79478,10.08136,27.25636,45.87167,17.28643,42.02127,61.21935483870968,98.06903225806452,30.3,98.06903225806452,961.1902532084634
4,2017-08-05,32.35637,39.49279,17.06793,9.35302,21.43219,10.79291,14.52958,26.21549,21.11499,4.66632,20.18422,20.7531,30.63674,16.41742,23.74833,14.66365,34.12314,2.00893,20.58939,4.56122,6.0103,0.47774,0.03153,2.3512,12.16471,3.07813,43.53797,0.71045,1.14894,2.03486,0.28089,1.78829,7.46138,8.08344,10.25118,2.61387,1.61798,7.57534,11.2743,9.33378,32.52226,11.49462,20.21579,8.50237,12.68583,60.76276,8.47086,1.40887,36.48207,5.38467,3.26189,2.67867,6.37825,1.93564,0.70596,4.20621,0.46108,21.13772,17.1092,7.70275,7.20519,70.54974,19.68,5.32385,8.7046,5.33931,7.45071,10.37955,3.41419,5.46722,4.38977,2.5516,4.7166,4.79777,2.67506,1.9338,4.7166,12.66398,14.76067,19.00632,10.06949,9.34159,25.3,1.32192,15.1067,35.73158,13.55535,9.98942,19.41709,5.73295,10.43612,18.78255,5.24887,4.43278,9.43014,20.23117,2.56872,5.45613,8.82278,21.47724,29.58219,14.23616,30.49645,61.2258064516129,98.07270967741935,31.4,98.07270967741935,962.1817551161985
5,2017-08-06,36.51457,45.00219,20.71334,10.36931,26.20575,12.79865,17.72649,31.77241,24.7875,5.57202,24.33727,25.73073,35.4667,19.57833,28.81518,17.77452,40.31966,2.38705,25.89032,5.25685,5.26617,0.5592,0.02272,2.85289,11.52934,4.37952,49.47032,0.79428,1.32842,2.45871,0.32435,1.56088,8.0888,9.91339,13.21113,3.38807,1.87827,8.82756,12.15054,11.40698,32.77833,12.92018,22.6686,8.72477,14.43066,66.92042,8.74789,1.51237,37.31871,6.09035,3.47976,2.93705,6.22763,1.74889,0.51407,4.42734,0.52062,21.39618,17.86242,8.23777,7.8584,74.4738,24.58687,5.43588,9.99625,5.86224,8.84787,12.73897,3.80503,6.09665,4.6664,2.84607,5.28834,5.54119,2.66151,2.16382,5.28834,12.87388,17.3005,22.93451,13.06451,10.36767,28.12862,1.47744,17.10144,42.65382,15.31053,11.08788,21.80471,3.3418,11.46976,21.74453,5.44756,6.45245,8.67154,18.60595,2.02794,5.62147,7.90744,18.53304,25.35438,11.02095,34.04255,61.23225806451613,98.0763870967742,29.8,98.0763870967742,963.1732570239334
6,2017-08-07,38.08418,46.37751,21.07814,11.16328,29.0958,13.30445,16.3099,32.91672,25.47912,5.45779,24.89557,26.09767,36.6829,19.96948,29.82135,18.00717,41.07117,2.76794,26.8484,5.62722,6.12478,0.6979,0.02225,3.43962,12.38128,6.34547,52.31187,1.02528,1.80125,3.46665,0.43985,2.21211,8.0888,11.47754,15.01697,4.12969,2.33722,11.95149,12.75139,13.55911,36.31207,16.42013,26.18209,10.55583,15.73806,80.76576,8.87536,1.70185,41.60186,7.06307,4.32209,3.88606,7.49904,2.51605,0.94185,6.39641,0.4727,24.92762,24.28906,10.59826,9.5736,78.43004,31.45574,6.20526,9.30831,5.51531,9.00827,12.94413,4.97342,8.32203,7.75538,3.35191,7.62506,7.9115,3.89746,3.17619,7.62506,18.78607,15.97279,24.65419,12.64198,10.17528,29.51548,2.27579,18.06957,43.63493,19.60396,10.3728,22.09589,3.3055,14.46525,22.50288,7.42462,5.94098,9.95032,13.94045,1.80261,6.91499,9.80167,24.83286,24.79482,9.81701,38.47517,61.23870967741936,98.08006451612904,29.2,98.08006451612904,964.1647589316684
7,2017-08-08,38.01729,46.69557,19.72851,11.82341,28.39973,13.3571,17.67652,32.0884,25.22335,5.66364,25.5931,25.53499,36.94316,21.51723,28.68959,19.91491,40.77855,2.82114,25.32346,6.02172,6.41099,0.84651,0.03292,3.26024,13.24485,6.51622,51.28492,1.06822,1.8801,3.52959,0.48494,3.28716,7.85714,11.61311,13.90359,3.79433,2.39581,10.80171,14.48719,13.3864,37.53466,16.47847,27.09902,10.9825,14.73161,84.1821,8.89576,1.74633,41.48748,7.07984,4.47201,3.83609,7.35449,2.54124,1.00128,6.40934,0.5395,24.79206,24.04151,10.3028,9.62563,77.68417,29.3268,6.58088,8.20853,5.51193,8.67351,12.29833,5.08923,9.2847,7.36349,2.94121,7.59801,7.86305,4.12772,3.13473,7.59801,18.15637,16.24731,24.07072,13.54757,10.21804,30.13084,2.04769,18.03472,44.93095,20.26102,10.43991,23.35764,5.75844,15.21103,22.77639,8.26892,6.36065,11.36458,18.07355,2.2082,6.32172,11.82303,20.16585,23.58865,10.03687,31.20567,61.245161290322585,98.08374193548389,28.2,98.08374193548389,965.1562608394034
8,2017-08-09,37.33929,46.28257,19.91709,12.00263,26.34346,13.44884,18.12392,30.31638,25.83439,5.81803,25.28784,23.92315,36.41552,20.75301,29.22568,17.9407,41.11206,2.75685,21.8757,5.45371,7.38408,0.73203,0.02457,3.61042,13.60922,5.65554,52.44148,1.05421,1.83663,3.46167,0.48183,2.31548,7.67374,11.6898,9.99321,3.94956,2.30649,9.78293,15.69723,13.91128,38.02146,15.3022,28.07607,11.54992,15.25292,80.99827,8.68841,1.9666,40.22607,7.86415,4.38067,3.80251,4.43474,2.54497,0.96753,6.3413,0.70869,15.85716,23.21428,9.84444,9.27018,74.98287,30.18775,6.65996,9.02283,5.84532,8.95015,13.23556,4.93413,9.25326,7.32233,2.81981,7.11432,7.43418,3.19653,2.84319,7.11432,18.3138,16.89853,21.94858,13.30466,9.94014,28.86875,2.16174,18.32819,42.35101,21.37713,10.64452,23.5157,5.9134,15.03696,22.80607,8.49337,5.65245,10.82814,17.78633,2.92924,5.17409,11.2001,19.56158,21.69858,10.39914,28.36879,61.251612903225805,98.08741935483872,27.6,98.08741935483872,966.1477627471385
9,2017-08-10,34.19863,43.26133,18.26183,11.36745,24.60955,13.08995,19.88216,28.64963,26.12449,6.02389,24.56889,22.43,35.96687,20.68325,27.93874,18.31959,41.99362,2.53863,18.23145,4.97984,6.58271,0.77496,0.02828,3.22594,13.3709,5.31865,51.18522,0.97422,1.73195,3.37848,0.45473,3.82468,5.55984,11.01593,9.17854,3.43981,2.25708,8.59273,15.95593,13.49637,35.0478,14.35988,27.27258,11.76946,15.70188,83.39833,8.40032,1.70099,39.59698,6.80035,4.17571,3.63051,4.29431,2.49012,0.88191,6.30183,0.6811,15.69805,22.03467,9.14971,8.87171,72.43009,28.71719,6.31317,8.40509,5.60331,8.91063,12.20041,5.22364,9.35072,6.99301,2.6631,7.15403,7.30018,3.66043,3.00635,7.15403,20.44778,14.99958,20.25826,12.14281,9.81188,27.18154,1.80922,16.47064,40.22529,22.0522,10.43694,20.91456,6.16439,14.71079,21.57633,8.50976,5.21967,11.40431,19.22241,1.71248,5.18381,11.64505,24.55001,21.08928,10.52054,31.56028,61.25806451612903,98.09109677419356,24.8,98.09109677419356,967.1392646548734
10,2017-08-11,29.73186,38.07528,15.77682,11.96179,20.02378,12.17283,19.07218,24.70128,22.63977,6.05339,21.69308,19.16608,33.75843,17.77584,24.51905,16.51156,37.85853,2.12781,15.0343,4.96739,5.15168,0.63626,0.02503,3.00154,12.42245,4.63565,50.49228,0.89215,1.56665,2.67202,0.35811,3.35952,4.42084,9.45629,8.89341,2.54872,2.01372,7.42482,11.8835,11.68561,33.69555,14.55671,24.02517,11.43586,16.02091,83.99834,7.87004,1.44907,40.14665,6.42737,4.10943,3.35653,4.05001,2.2209,0.79545,5.65546,0.63463,15.08503,20.11417,8.48053,8.2646,79.50346,25.72918,5.5718,7.51591,4.33406,7.102,10.82253,4.78317,8.07333,6.18948,2.36132,6.27355,6.41709,3.227,2.6787,6.27355,17.36924,13.52997,16.41436,10.51756,10.13253,28.9141,1.73665,15.30798,36.50678,17.95679,10.12959,20.46532,5.69949,13.7594,21.0703,6.58188,4.45901,11.06294,24.32224,1.98287,5.10601,11.08568,18.30804,19.74633,11.08143,22.69503,61.26451612903226,98.0947741935484,27.0,98.0947741935484,968.1307665626084
11,2017-08-12,28.22787,38.5893,14.36997,12.45633,17.91117,11.70657,19.47427,22.79872,21.80451,5.67561,20.5765,17.67807,31.77003,17.96082,23.4086,15.83355,36.635,1.84585,13.68057,4.39315,4.12135,0.42931,0.01808,2.32405,12.22037,3.43347,53.08706,0.70808,1.23277,1.98968,0.30029,1.72627,5.76254,8.52885,11.74473,2.11946,1.52029,5.97818,12.25068,9.46668,32.86251,14.69049,21.06737,9.30844,13.77614,76.0294,7.66184,1.55001,35.81785,5.78977,3.3549,2.63481,3.4166,1.82258,0.5317,4.40693,0.28463,14.14235,17.13651,6.49854,7.14594,74.40862,19.88445,5.54379,7.39891,4.63868,7.05086,10.05315,3.77401,6.79804,4.47046,1.95966,5.67074,6.04046,2.52268,2.05683,5.67074,13.81843,14.24775,16.96571,9.91109,9.98289,29.66855,2.26023,13.90581,34.85949,13.87038,9.82194,22.88622,4.79492,11.12322,21.81874,7.23062,5.74426,10.36756,21.52714,3.1095,6.0105,11.23824,15.06171,21.15145,12.04428,19.32624,61.270967741935486,98.09845161290323,27.8,98.09845161290323,969.1222684703434
12,2017-08-13,32.53753,45.49227,18.37692,14.2802,21.51794,13.98269,24.48403,27.68997,26.68787,7.66958,26.93996,22.18176,40.02291,23.36084,29.18037,20.12097,42.73945,2.20471,15.15761,4.60558,6.75443,0.47334,0.01715,2.54845,12.06708,5.0856,59.84197,0.86607,1.35206,2.24588,0.30192,2.17076,6.44787,10.16632,18.19416,4.3539,1.7781,6.87989,15.51364,12.03845,33.13056,16.01409,22.41663,9.65407,15.87784,86.78841,8.09269,1.71126,37.17735,6.10521,3.48082,2.9468,3.43349,1.81083,0.52011,4.23547,0.28827,13.96419,20.2146,7.26035,7.84423,72.58273,22.79744,5.50095,9.13983,5.28854,8.21554,12.6224,3.95599,7.65627,5.0484,2.30363,4.84004,5.0404,2.57686,1.86024,4.84004,12.89137,16.8557,24.01717,13.04446,8.91406,34.03165,1.53965,16.54372,44.13759,14.23942,10.88743,26.12517,2.93353,11.96242,21.00457,9.81544,6.21639,12.02564,26.69702,2.56872,6.97335,13.0689,13.83389,24.48395,11.18911,24.82269,61.27741935483871,98.10212903225806,26.3,98.10212903225806,970.1137703780785
13,2017-08-14,32.91644,44.40013,20.61938,15.62088,22.20775,14.40802,24.28182,27.67276,27.47338,8.15112,27.67632,23.06858,39.50287,25.61302,29.94798,20.71922,43.11575,2.60749,14.44349,4.60635,6.81167,0.66268,0.02503,3.30026,11.53188,5.90936,63.56589,0.99444,1.76259,2.91475,0.4149,2.69795,6.58301,11.49513,9.19212,3.34016,2.1265,7.85199,19.82808,13.29937,35.57874,14.93152,25.22439,10.99591,17.08327,93.30233,9.33851,1.72965,40.77235,7.22031,4.00752,3.56007,4.25034,2.39982,0.87033,6.08955,0.52135,13.26337,24.72425,9.63203,9.10095,76.15613,29.09609,6.89061,9.28959,6.03147,9.14543,13.16096,4.81005,9.11354,7.55779,3.03377,7.13044,7.4232,3.92117,2.74289,7.13044,17.91149,15.73284,23.40329,14.40716,10.15391,31.8634,2.86677,18.24723,47.58357,19.38793,11.04244,23.51016,2.93585,14.32472,23.43296,8.81735,5.83606,12.04732,20.18914,2.56872,6.22446,12.97991,13.09462,33.68565,11.36563,24.82269,61.28387096774193,98.1058064516129,24.6,98.1058064516129,971.1052722858134
14,2017-08-15,36.92793,49.30179,24.73428,18.26142,24.21833,17.05153,29.87728,31.42521,30.7626,10.3857,33.77871,25.14181,45.25344,27.86708,33.95031,21.73624,50.56715,2.74452,15.28669,4.60635,8.2427,0.5515,0.02364,2.91292,12.50438,6.89464,70.06655,0.93806,1.59991,3.82884,0.43252,2.9357,7.08494,12.50955,17.23014,3.43598,2.49031,7.1663,21.62229,14.22634,37.98496,13.69808,28.39286,11.45485,17.14248,95.18487,8.23206,1.70056,41.18677,7.3392,4.10649,3.48874,3.85349,2.0293,0.61245,5.46767,0.59469,15.31178,25.06607,9.73584,8.68599,73.9078,26.0518,6.95321,9.02751,5.88424,9.17565,14.9072,4.72113,8.664,5.79595,3.01483,5.91618,6.13358,3.15589,2.31761,5.91618,15.67255,16.22822,24.91847,16.82401,9.68362,31.61759,2.93416,18.30795,53.67005,17.26372,12.34105,22.44807,4.40828,14.16143,26.55537,8.06087,6.51803,12.18459,20.007,2.43352,7.87784,12.57309,12.74749,38.33623,12.27743,31.02836,61.29032258064516,98.10948387096776,21.9,98.10948387096776,972.0967741935484
15,2017-08-16,33.96716,47.97109,23.66068,18.36123,23.64746,16.85036,28.69892,28.70435,27.59251,10.02561,30.52937,22.51703,42.74893,26.38659,30.64855,21.33741,44.69306,2.75464,13.51868,5.03587,6.23926,0.65937,0.03384,3.41032,13.88017,8.17296,73.24708,1.06882,1.91294,4.22894,0.51433,2.67727,6.08108,12.17754,11.9484,3.56246,2.48305,8.40667,18.10064,13.493,42.33948,13.80415,28.775,11.78733,15.61143,92.86357,6.21717,1.17619,42.32429,7.43125,4.44589,3.91522,4.68871,2.57762,0.98063,7.11355,1.44135,18.10307,28.02346,10.49126,9.51797,78.78812,30.14086,6.8659,9.14451,5.53223,8.71071,13.98862,5.24639,9.29483,7.9151,3.37344,7.29128,7.51329,4.21915,3.03844,7.29128,16.73954,14.05114,21.94236,15.1453,7.93073,28.58954,3.04821,17.34094,43.78633,20.72907,10.90139,22.75311,6.281,15.21343,23.66548,6.40506,6.45245,12.1882,19.69176,2.38846,6.63295,11.96287,13.12033,38.75901,12.9179,25.53191,61.29677419354839,98.11316129032258,23.3,98.11316129032258,973.0882761012834
16,2017-08-17,33.82372,47.04407,22.56888,20.96547,23.20177,15.42607,29.30902,27.15387,27.72985,9.68602,30.19064,22.73702,40.66069,25.34832,29.65128,22.42754,46.67298,2.72706,11.43485,4.50676,6.69719,0.89054,0.02967,3.49393,14.53821,7.21768,75.25611,1.03607,1.83359,4.12518,0.54394,4.91006,5.83011,11.67539,11.62253,3.62378,2.42654,8.0694,16.32312,13.58542,39.52954,15.27214,26.35983,11.86688,14.1478,92.1773,5.68009,1.18603,43.34387,7.04293,4.49021,3.95403,4.42862,2.114,0.95998,6.45084,1.0202,17.88448,27.59355,9.13374,9.2864,72.63471,30.75047,6.53475,8.20385,5.51193,8.77812,13.22624,5.22364,9.5334,7.38819,3.21716,7.30884,7.48452,4.06677,3.09595,7.30884,19.66066,14.17292,21.70779,14.05538,9.27746,28.28033,3.41627,17.10931,45.35489,23.97839,10.64511,21.60228,6.25139,15.57035,23.05131,6.27351,6.21639,11.85767,19.8739,1.44209,6.46761,14.63259,14.50244,40.73613,13.78423,31.20567,61.303225806451614,98.11683870967742,24.8,98.11683870967742,974.0797780090184
17,2017-08-18,29.94164,44.59973,20.03771,18.7741,19.79781,14.15305,29.52168,23.98435,23.99708,8.65018,25.8207,18.86677,36.66548,21.35405,27.19431,19.72214,42.39923,2.40395,9.24945,4.08114,6.46823,0.52618,0.02689,2.90149,14.84687,5.74322,66.74892,0.92017,1.59814,3.24884,0.42615,3.14244,5.64671,10.50336,9.50441,2.74418,2.14199,7.39207,16.13118,12.02698,36.36955,14.39995,24.07013,11.35197,13.71036,85.48338,5.17956,1.1732,45.35639,6.44272,4.07312,3.54102,4.31636,2.14534,0.90038,6.25148,1.34913,16.86953,24.27584,8.31922,8.76198,75.78237,25.67853,5.88235,9.01347,4.97207,7.7692,12.01156,4.78937,8.37129,6.76908,2.94681,6.70833,6.824,3.70445,2.99431,6.70833,18.66363,13.7436,17.02444,12.19587,8.61479,29.2932,2.64385,16.35482,38.16618,20.18901,9.85995,20.45145,6.38474,14.10753,21.3113,5.89488,4.59016,11.61022,22.45183,2.43352,5.41723,13.53928,15.96811,44.39194,14.70633,24.64539,61.30967741935484,98.12051612903224,26.3,98.12051612903224,975.0712799167534
18,2017-08-19,29.20841,44.13156,18.36912,17.15439,18.82319,13.60448,29.69134,24.85763,23.97115,8.8408,27.49424,19.07734,37.27015,21.4537,26.78195,19.84844,42.98803,2.24281,8.77618,4.09825,5.55237,0.39518,0.01761,2.6435,14.80301,5.06022,55.37775,0.74609,1.3085,2.63432,0.34019,2.16043,6.11003,9.09668,6.84317,2.21719,1.79829,5.89317,15.76399,10.27964,33.69718,12.52592,22.79511,9.88268,13.40119,81.30203,5.58067,1.2087,42.55441,6.15363,3.79644,2.80999,3.56483,1.70112,0.58475,4.6022,0.83431,14.49909,21.68581,6.90101,7.91275,79.65775,19.34987,5.39469,9.41594,5.54408,7.54835,11.93695,3.48863,6.75124,5.03852,2.44354,4.98362,5.06803,3.03399,2.06084,4.98362,13.57355,14.56974,16.57396,12.19194,9.21333,32.17704,2.33281,17.16216,45.6577,19.82898,11.28654,21.21682,5.83361,11.88537,19.92466,5.7489,3.35737,10.41994,22.88616,1.62235,5.12546,12.84007,11.86037,41.43247,14.86805,22.69503,61.31612903225807,98.1241935483871,26.1,98.1241935483871,976.0627818244884
19,2017-08-20,36.08025,51.495,25.3205,25.63858,25.19545,16.89611,39.42499,31.97248,29.75565,11.67852,37.03609,26.95139,46.01706,28.15483,34.2437,23.99627,51.55346,2.69409,11.66373,4.62736,5.66685,0.48435,0.02689,3.04871,13.99367,6.53468,51.57157,0.97142,1.48333,3.0323,0.38936,3.12176,7.63513,11.29677,9.59945,2.86683,2.36947,7.00463,20.01168,11.98583,36.49922,14.78831,26.52346,9.82658,14.02118,96.14115,6.5095,1.4572,46.54024,7.2903,4.12347,3.13368,3.85968,1.73228,0.59348,4.88729,0.95993,14.98526,25.01497,8.33839,8.88562,83.9267,22.95875,6.12288,10.02901,6.45794,8.79672,14.4619,4.30134,7.6685,5.27069,2.989,5.41465,5.58207,2.69538,2.32965,5.41465,13.10127,17.70093,22.36451,15.60203,12.20607,32.72967,3.25557,19.53133,54.84496,22.27722,14.76424,22.30942,3.57965,14.10634,23.95595,5.58808,3.89508,9.98284,21.35901,2.02794,6.74965,12.26798,11.14682,57.34891,14.08559,27.30496,61.32258064516129,98.12787096774194,23.2,98.12787096774194,977.0542837322234
20,2017-08-21,34.97103,50.57933,25.17679,24.37502,23.54104,17.15131,37.61795,30.3186,29.93013,10.92246,36.4711,24.61651,45.02727,27.18383,33.10656,24.49481,48.23235,2.9058,11.16783,4.99618,6.9834,0.81679,0.03384,3.53753,14.42899,8.79136,58.27413,1.11119,1.9392,3.96622,0.53365,4.49658,8.61969,12.20259,10.25118,3.33633,2.64779,9.35507,18.24251,13.32838,36.62453,14.63745,28.99875,11.01403,13.10353,96.45241,6.60978,1.23393,31.67402,8.09762,4.93304,3.9861,4.83791,2.5362,0.95578,6.82166,1.1676,18.27878,30.63552,10.06803,10.57094,96.92246,30.6248,6.40048,10.76375,6.89625,9.21285,13.83707,5.50282,9.2613,8.34815,3.6537,7.95395,8.09659,4.58147,3.39551,7.95395,20.90257,15.71943,22.46123,15.64251,9.59811,31.03666,2.86677,19.00398,47.11119,27.0027,13.14195,21.11976,3.75315,16.13767,23.86549,6.31723,3.75081,12.71019,17.58318,2.74898,6.53569,13.71726,11.74466,81.98209,15.56944,26.41843,61.32903225806452,98.13154838709676,25.8,98.13154838709676,978.0457856399584
21,2017-08-22,34.76928,50.69983,22.62155,22.81656,24.25714,17.98543,37.67489,28.29072,28.46772,10.33112,34.22187,23.84154,44.34338,26.92535,31.15009,21.2244,46.11531,2.98201,9.99773,5.47005,8.01373,0.688,0.04219,3.56183,14.88199,7.87992,60.72434,1.10672,1.94688,3.64226,0.49693,3.89704,8.24324,11.89468,14.18873,2.85916,2.63901,9.04985,18.72652,12.75223,34.90915,14.2373,27.34524,10.5006,14.03433,92.90857,6.5282,1.25104,26.979,7.67479,4.74529,3.81075,4.51024,2.38415,1.05148,6.51003,0.9258,20.28351,28.23754,9.94506,9.87497,93.29213,28.4002,6.20196,10.21153,7.16364,8.94318,13.39643,5.32911,9.13311,7.97273,3.36612,7.5914,7.71391,4.53406,3.37278,7.5914,19.5732,14.72816,20.44446,14.90358,8.65754,31.07417,3.20373,19.16027,43.57437,30.063,12.13288,27.91381,6.9732,16.3329,22.26046,6.33128,4.07868,12.35256,19.81786,2.65885,5.82571,12.00101,10.53612,80.41531,15.28717,29.07801,61.33548387096774,98.1352258064516,27.3,98.1352258064516,979.0372875476934
22,2017-08-23,34.97905,52.0009,22.81273,22.51712,24.77794,17.74172,40.06763,28.23627,28.33668,10.35914,34.38922,23.99277,44.05907,26.91351,30.56683,21.80935,46.9497,3.01124,10.15431,5.76806,7.89925,0.67699,0.03663,3.49965,14.35072,8.11758,60.03389,1.13255,1.92468,3.6904,0.51774,3.81434,8.15637,11.94569,14.54175,3.04888,2.63757,8.89167,18.22581,13.29937,35.65883,15.39,28.05829,11.22277,17.80357,91.84729,6.63443,1.1655,27.37559,7.89196,5.02861,3.93232,4.47994,2.28863,1.02545,6.27462,0.93524,20.86428,28.64983,10.17983,9.29851,100.0,28.72845,6.03968,9.90733,6.66441,8.94085,13.1866,5.46973,9.33186,8.14726,3.34201,7.80202,7.9679,4.20899,3.35539,7.80202,21.0425,14.90309,18.59178,15.2247,10.11115,29.77901,3.30222,18.95675,41.69694,30.30603,11.93837,32.01242,6.5101,16.19636,21.98978,6.54792,3.85573,12.5675,17.42907,2.11807,6.17584,12.76379,10.33684,87.05545,15.11278,22.16312,61.34193548387097,98.13890322580644,27.2,98.13890322580644,980.0287894554284
